,Timestamp,Year,Month,Day,Hour Ending,Maximum energy deliverable before curtailment (MWh),Energy actually delivered (MWh),Curtailment (MWh),Price ($/MWh) at the nodal level in the Real Time market,Date,Battery_Charging,Battery_Discharging,Battery_Level,Battery_Revenue,Battery_Cost,Fixed_Cost,Charging_Source
71,2023-04-01 00:00:00,2023,2023-04,3,24,0.0,0.0,0,41.99,2023-04-01,0.0,0.01111500267187504,0.0005557501335937531,0.46671896219203296,0.0,0.0,
72,2023-04-01 01:00:00,2023,2023-04,4,1,0.0,0.0,0,30.04,2023-04-01,0.0,0.0,0.0005557501335937531,0.0,0.0,0.0,
73,2023-04-01 02:00:00,2023,2023-04,4,2,0.0,0.0,0,29.02,2023-04-01,0.0,0.0,0.0005557501335937531,0.0,0.0,0.0,
74,2023-04-01 03:00:00,2023,2023-04,4,3,0.0,0.0,0,25.82,2023-04-01,0.0,0.0,0.0005557501335937531,0.0,0.0,0.0,
75,2023-04-01 04:00:00,2023,2023-04,4,4,0.0,0.0,0,23.41,2023-04-01,0.0,0.0,0.0005557501335937531,0.0,0.0,0.0,
76,2023-04-01 05:00:00,2023,2023-04,4,5,0.0,0.0,0,21.01,2023-04-01,0.0,0.0,0.0005557501335937531,0.0,0.0,0.0,
77,2023-04-01 06:00:00,2023,2023-04,4,6,0.0,0.0,0,20.57,2023-04-01,0.0,0.0,0.0005557501335937531,0.0,0.0,0.0,
78,2023-04-01 07:00:00,2023,2023-04,4,7,0.0,0.0,0,20.36,2023-04-01,1800.0,0.0,1710.0005557501336,0.0,36648.0,46800.0,Grid
79,2023-04-01 08:00:00,2023,2023-04,4,8,18.0,0.0,18,19.26,2023-04-01,18.0,0.0,1727.1005557501335,0.0,0.0,468.0,Curtailment
80,2023-04-01 09:00:00,2023,2023-04,4,9,18.0,0.0,18,19.78,2023-04-01,18.0,0.0,1744.2005557501334,0.0,0.0,468.0,Curtailment
81,2023-04-01 10:00:00,2023,2023-04,4,10,18.0,0.0,18,20.16,2023-04-01,18.0,0.0,1761.3005557501333,0.0,0.0,468.0,Curtailment
82,2023-04-01 11:00:00,2023,2023-04,4,11,0.0,0.0,0,25.28,2023-04-01,0.0,0.0,1761.3005557501333,0.0,0.0,0.0,
83,2023-04-01 12:00:00,2023,2023-04,4,12,0.0,0.0,0,24.62,2023-04-01,0.0,0.0,1761.3005557501333,0.0,0.0,0.0,
84,2023-04-01 13:00:00,2023,2023-04,4,13,0.0,0.0,0,49.62,2023-04-01,0.0,1761.3005557501333,88.06502778750678,87395.73357632161,0.0,0.0,
85,2023-04-01 14:00:00,2023,2023-04,4,14,0.0,0.0,0,38.36,2023-04-01,0.0,88.06502778750678,4.403251389375342,3378.17446592876,0.0,0.0,
86,2023-04-01 15:00:00,2023,2023-04,4,15,0.0,0.0,0,29.6,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
87,2023-04-01 16:00:00,2023,2023-04,4,16,0.0,0.0,0,31.21,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
88,2023-04-01 17:00:00,2023,2023-04,4,17,0.0,0.0,0,29.09,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
89,2023-04-01 18:00:00,2023,2023-04,4,18,0.0,0.0,0,23.57,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
90,2023-04-01 19:00:00,2023,2023-04,4,19,0.0,0.0,0,28.32,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
91,2023-04-01 20:00:00,2023,2023-04,4,20,0.0,0.0,0,26.74,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
92,2023-04-01 21:00:00,2023,2023-04,4,21,0.7,0.7,0,25.58,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
93,2023-04-01 22:00:00,2023,2023-04,4,22,1.9,1.9,0,29.44,2023-04-01,0.0,0.0,4.403251389375342,0.0,0.0,0.0,
94,2023-04-01 23:00:00,2023,2023-04,4,23,3.0,3.0,0,65.96,2023-04-01,0.0,4.403251389375342,0.22016256946876744,290.4384616431975,0.0,0.0,
95,2023-05-01 00:00:00,2023,2023-05,4,24,5.3,5.3,0,32.15,2023-05-01,0.0,0.22016256946876744,0.011008128473438378,7.078226608420873,0.0,0.0,
96,2023-05-01 01:00:00,2023,2023-05,5,1,6.3,6.3,0,29.49,2023-05-01,0.0,0.0,0.011008128473438378,0.0,0.0,0.0,
97,2023-05-01 02:00:00,2023,2023-05,5,2,7.1,7.1,0,26.54,2023-05-01,0.0,0.0,0.011008128473438378,0.0,0.0,0.0,
98,2023-05-01 03:00:00,2023,2023-05,5,3,10.0,10.0,0,26.02,2023-05-01,0.0,0.0,0.011008128473438378,0.0,0.0,0.0,
99,2023-05-01 04:00:00,2023,2023-05,5,4,10.7,10.7,0,20.95,2023-05-01,1800.0,0.0,1710.0110081284733,0.0,37710.0,46800.0,Grid
100,2023-05-01 05:00:00,2023,2023-05,5,5,11.2,11.2,0,21.61,2023-05-01,0.0,0.0,1710.0110081284733,0.0,0.0,0.0,
101,2023-05-01 06:00:00,2023,2023-05,5,6,30.1,12.1,18,19.94,2023-05-01,18.0,0.0,1727.1110081284733,0.0,0.0,468.0,Curtailment
102,2023-05-01 07:00:00,2023,2023-05,5,7,11.3,11.3,0,21.0,2023-05-01,0.0,0.0,1727.1110081284733,0.0,0.0,0.0,
103,2023-05-01 08:00:00,2023,2023-05,5,8,9.3,9.3,0,20.27,2023-05-01,1800.0,0.0,3437.1110081284733,0.0,36486.0,46800.0,Grid
104,2023-05-01 09:00:00,2023,2023-05,5,9,8.9,8.9,0,20.51,2023-05-01,1800.0,0.0,5147.111008128473,0.0,36918.0,46800.0,Grid
105,2023-05-01 10:00:00,2023,2023-05,5,10,11.8,11.8,0,21.47,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
106,2023-05-01 11:00:00,2023,2023-05,5,11,12.7,12.7,0,25.88,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
107,2023-05-01 12:00:00,2023,2023-05,5,12,13.6,13.6,0,25.95,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
108,2023-05-01 13:00:00,2023,2023-05,5,13,12.8,12.8,0,29.41,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
109,2023-05-01 14:00:00,2023,2023-05,5,14,11.0,11.0,0,27.81,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
110,2023-05-01 15:00:00,2023,2023-05,5,15,14.0,14.0,0,29.39,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
111,2023-05-01 16:00:00,2023,2023-05,5,16,15.5,15.5,0,27.08,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
112,2023-05-01 17:00:00,2023,2023-05,5,17,17.4,17.4,0,30.29,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
113,2023-05-01 18:00:00,2023,2023-05,5,18,18.7,18.7,0,25.53,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
114,2023-05-01 19:00:00,2023,2023-05,5,19,20.3,20.3,0,26.87,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
115,2023-05-01 20:00:00,2023,2023-05,5,20,20.5,20.5,0,30.7,2023-05-01,0.0,0.0,5147.111008128473,0.0,0.0,0.0,
116,2023-05-01 21:00:00,2023,2023-05,5,21,22.2,22.2,0,31.28,2023-05-01,0.0,1800.0,3437.1110081284733,56304.0,0.0,0.0,
117,2023-05-01 22:00:00,2023,2023-05,5,22,16.3,16.3,0,32.34,2023-05-01,0.0,1800.0,1727.1110081284733,58212.00000000001,0.0,0.0,
118,2023-05-01 23:00:00,2023,2023-05,5,23,10.5,10.5,0,52.57,2023-05-01,0.0,1727.1110081284733,86.35555040642384,90794.22569731384,0.0,0.0,
119,2023-06-01 00:00:00,2023,2023-06,5,24,16.6,16.6,0,34.92,2023-06-01,0.0,0.0,86.35555040642384,0.0,0.0,0.0,
120,2023-06-01 01:00:00,2023,2023-06,6,1,24.2,24.2,0,40.78,2023-06-01,0.0,0.0,86.35555040642384,0.0,0.0,0.0,
121,2023-06-01 02:00:00,2023,2023-06,6,2,16.6,16.6,0,51.47,2023-06-01,0.0,0.0,86.35555040642384,0.0,0.0,0.0,
122,2023-06-01 03:00:00,2023,2023-06,6,3,6.4,6.4,0,33.34,2023-06-01,0.0,0.0,86.35555040642384,0.0,0.0,0.0,
123,2023-06-01 04:00:00,2023,2023-06,6,4,2.7,2.7,0,30.12,2023-06-01,0.0,0.0,86.35555040642384,0.0,0.0,0.0,
124,2023-06-01 05:00:00,2023,2023-06,6,5,0.0,0.0,0,33.35,2023-06-01,0.0,0.0,86.35555040642384,0.0,0.0,0.0,
125,2023-06-01 06:00:00,2023,2023-06,6,6,2.2,2.2,0,24.8,2023-06-01,1800.0,0.0,1796.3555504064238,0.0,44640.0,46800.0,Grid
126,2023-06-01 07:00:00,2023,2023-06,6,7,10.1,10.1,0,26.66,2023-06-01,1800.0,0.0,3506.355550406424,0.0,47988.0,46800.0,Grid
127,2023-06-01 08:00:00,2023,2023-06,6,8,2.9,2.9,0,27.65,2023-06-01,1800.0,0.0,5216.355550406424,0.0,49770.0,46800.0,Grid
128,2023-06-01 09:00:00,2023,2023-06,6,9,0.0,0.0,0,29.39,2023-06-01,1800.0,0.0,6926.355550406424,0.0,52902.0,46800.0,Grid
129,2023-06-01 10:00:00,2023,2023-06,6,10,0.8,0.8,0,33.71,2023-06-01,0.0,0.0,6926.355550406424,0.0,0.0,0.0,
130,2023-06-01 11:00:00,2023,2023-06,6,11,0.0,0.0,0,85.41,2023-06-01,0.0,0.0,6926.355550406424,0.0,0.0,0.0,
131,2023-06-01 12:00:00,2023,2023-06,6,12,0.0,0.0,0,59.42,2023-06-01,0.0,0.0,6926.355550406424,0.0,0.0,0.0,
132,2023-06-01 13:00:00,2023,2023-06,6,13,0.0,0.0,0,105.06,2023-06-01,0.0,1800.0,5216.355550406424,189108.0,0.0,0.0,
133,2023-06-01 14:00:00,2023,2023-06,6,14,0.0,0.0,0,235.48,2023-06-01,0.0,1800.0,3506.3555504064243,423864.0,0.0,0.0,
134,2023-06-01 15:00:00,2023,2023-06,6,15,0.0,0.0,0,106.22,2023-06-01,0.0,1800.0,1796.3555504064243,191196.0,0.0,0.0,
135,2023-06-01 16:00:00,2023,2023-06,6,16,0.0,0.0,0,240.9,2023-06-01,0.0,1796.3555504064243,89.81777752032121,432742.0520929076,0.0,0.0,
136,2023-06-01 17:00:00,2023,2023-06,6,17,0.0,0.0,0,61.96,2023-06-01,0.0,0.0,89.81777752032121,0.0,0.0,0.0,
137,2023-06-01 18:00:00,2023,2023-06,6,18,0.0,0.0,0,46.47,2023-06-01,0.0,0.0,89.81777752032121,0.0,0.0,0.0,
138,2023-06-01 19:00:00,2023,2023-06,6,19,3.6,3.6,0,38.05,2023-06-01,0.0,0.0,89.81777752032121,0.0,0.0,0.0,
139,2023-06-01 20:00:00,2023,2023-06,6,20,6.6,6.6,0,37.84,2023-06-01,0.0,0.0,89.81777752032121,0.0,0.0,0.0,
140,2023-06-01 21:00:00,2023,2023-06,6,21,5.2,5.2,0,38.54,2023-06-01,0.0,0.0,89.81777752032121,0.0,0.0,0.0,
141,2023-06-01 22:00:00,2023,2023-06,6,22,8.9,8.9,0,47.41,2023-06-01,0.0,0.0,89.81777752032121,0.0,0.0,0.0,
142,2023-06-01 23:00:00,2023,2023-06,6,23,8.4,8.4,0,45.14,2023-06-01,0.0,0.0,89.81777752032121,0.0,0.0,0.0,
143,2023-07-01 00:00:00,2023,2023-07,6,24,0.0,0.0,0,47.63,2023-07-01,0.0,89.81777752032121,4.490888876016058,4278.0207432929,0.0,0.0,
144,2023-07-01 01:00:00,2023,2023-07,7,1,0.0,0.0,0,43.91,2023-07-01,0.0,0.0,4.490888876016058,0.0,0.0,0.0,
145,2023-07-01 02:00:00,2023,2023-07,7,2,0.0,0.0,0,170.69,2023-07-01,0.0,4.490888876016058,0.22454444380080307,766.5498222471809,0.0,0.0,
146,2023-07-01 03:00:00,2023,2023-07,7,3,0.0,0.0,0,47.99,2023-07-01,0.0,0.22454444380080307,0.01122722219004016,10.775887858000539,0.0,0.0,
147,2023-07-01 04:00:00,2023,2023-07,7,4,0.0,0.0,0,41.79,2023-07-01,0.0,0.0,0.01122722219004016,0.0,0.0,0.0,
148,2023-07-01 05:00:00,2023,2023-07,7,5,0.0,0.0,0,44.91,2023-07-01,0.0,0.0,0.01122722219004016,0.0,0.0,0.0,
149,2023-07-01 06:00:00,2023,2023-07,7,6,0.0,0.0,0,37.84,2023-07-01,0.0,0.0,0.01122722219004016,0.0,0.0,0.0,
150,2023-07-01 07:00:00,2023,2023-07,7,7,0.0,0.0,0,117.68,2023-07-01,0.0,0.01122722219004016,0.000561361109502008,1.321219507323926,0.0,0.0,
151,2023-07-01 08:00:00,2023,2023-07,7,8,0.0,0.0,0,30.54,2023-07-01,0.0,0.0,0.000561361109502008,0.0,0.0,0.0,
152,2023-07-01 09:00:00,2023,2023-07,7,9,0.0,0.0,0,35.55,2023-07-01,0.0,0.0,0.000561361109502008,0.0,0.0,0.0,
153,2023-07-01 10:00:00,2023,2023-07,7,10,0.0,0.0,0,30.4,2023-07-01,0.0,0.0,0.000561361109502008,0.0,0.0,0.0,
154,2023-07-01 11:00:00,2023,2023-07,7,11,0.0,0.0,0,31.95,2023-07-01,0.0,0.0,0.000561361109502008,0.0,0.0,0.0,
155,2023-07-01 12:00:00,2023,2023-07,7,12,0.0,0.0,0,25.54,2023-07-01,1800.0,0.0,1710.0005613611095,0.0,45972.0,46800.0,Grid
156,2023-07-01 13:00:00,2023,2023-07,7,13,0.0,0.0,0,30.76,2023-07-01,0.0,0.0,1710.0005613611095,0.0,0.0,0.0,
157,2023-07-01 14:00:00,2023,2023-07,7,14,0.0,0.0,0,34.49,2023-07-01,0.0,0.0,1710.0005613611095,0.0,0.0,0.0,
158,2023-07-01 15:00:00,2023,2023-07,7,15,0.0,0.0,0,36.02,2023-07-01,0.0,0.0,1710.0005613611095,0.0,0.0,0.0,
159,2023-07-01 16:00:00,2023,2023-07,7,16,0.0,0.0,0,36.31,2023-07-01,0.0,0.0,1710.0005613611095,0.0,0.0,0.0,
160,2023-07-01 17:00:00,2023,2023-07,7,17,0.0,0.0,0,34.06,2023-07-01,0.0,0.0,1710.0005613611095,0.0,0.0,0.0,
161,2023-07-01 18:00:00,2023,2023-07,7,18,0.0,0.0,0,31.63,2023-07-01,0.0,0.0,1710.0005613611095,0.0,0.0,0.0,
162,2023-07-01 19:00:00,2023,2023-07,7,19,2.0,2.0,0,31.68,2023-07-01,0.0,0.0,1710.0005613611095,0.0,0.0,0.0,
163,2023-07-01 20:00:00,2023,2023-07,7,20,2.3,2.3,0,28.67,2023-07-01,1800.0,0.0,3420.0005613611092,0.0,51606.0,46800.0,Grid
164,2023-07-01 21:00:00,2023,2023-07,7,21,3.6,3.6,0,27.15,2023-07-01,1800.0,0.0,5130.000561361109,0.0,48870.0,46800.0,Grid
165,2023-07-01 22:00:00,2023,2023-07,7,22,3.1,3.1,0,27.52,2023-07-01,1800.0,0.0,6840.000561361109,0.0,49536.0,46800.0,Grid
166,2023-07-01 23:00:00,2023,2023-07,7,23,5.9,5.9,0,34.02,2023-07-01,0.0,0.0,6840.000561361109,0.0,0.0,0.0,
167,2023-08-01 00:00:00,2023,2023-08,7,24,13.3,13.3,0,34.53,2023-08-01,0.0,1800.0,5130.000561361109,62154.0,0.0,0.0,
168,2023-08-01 01:00:00,2023,2023-08,8,1,28.8,28.8,0,30.22,2023-08-01,0.0,1800.0,3420.0005613611092,54396.0,0.0,0.0,
169,2023-08-01 02:00:00,2023,2023-08,8,2,47.8,47.8,0,29.92,2023-08-01,0.0,0.0,3420.0005613611092,0.0,0.0,0.0,
170,2023-08-01 03:00:00,2023,2023-08,8,3,48.7,48.7,0,26.66,2023-08-01,0.0,0.0,3420.0005613611092,0.0,0.0,0.0,
171,2023-08-01 04:00:00,2023,2023-08,8,4,55.1,55.1,0,29.53,2023-08-01,0.0,0.0,3420.0005613611092,0.0,0.0,0.0,
